title,url,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Almost (Sweet Music),https://open.spotify.com/track/5Apvsk0suoivI1H8CmBglv,HOZIER,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
wish you were gay,https://open.spotify.com/track/4txc3txsIt81diMzGhrVPS,BILLIE EILISH,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,221543,4
Almost (Sweet Music),https://open.spotify.com/track/6UTmrvq4nRmx1iQ6iMd1FD,HOZIER,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
GIRL,https://open.spotify.com/track/3y5B5ebFMzEEFqCPOesAXR,MAREN MORRIS,0.44,0.793,6,-3.95,1,0.0502,0.0677,0.0,0.0788,0.447,143.599,250653,4
Girls Need Love (with Drake) - Remix,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,SUMMER WALKER,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
Hear Me Calling,https://open.spotify.com/track/13ZyrkCDmRz5xY3seuAWYk,JUICE WRLD,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4
Yup on My Tractor,https://open.spotify.com/track/2eVHdRVwpadJr4fzwOFQj7,FLY RICH DOUBLE,0.864,0.495,7,-12.562,1,0.0602,0.017,0.0,0.113,0.47,125.001,138815,4
Take Me To Church,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI,HOZIER,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,241688,4
Lovebug,https://open.spotify.com/track/3F8xLc6T4VvKH7I6wqVAN2,JONAS BROTHERS,0.597,0.5,4,-6.216,1,0.0579,0.127,0.0,0.214,0.522,79.071,220693,4
Wow. - Remix,https://open.spotify.com/track/3IKRHd9ihUdGffgz4Mbgv0,"POST MALONE, RODDY RICCH, TYGA",0.797,0.64,11,-6.272,0,0.194,0.148,0.0,0.209,0.486,100.002,170053,4
Ella Quiere Beber - Remix,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,"ANUEL AA, ROMEO SANTOS",0.75,0.665,8,-3.083,1,0.124,0.265,0.0,0.0515,0.697,95.239,219357,4
Tic Toc (with Tory Lanez),https://open.spotify.com/track/2VGD6mGeuv6aORaU0vKsHB,RICH THE KID,0.778,0.644,1,-4.147,1,0.12,0.0388,0.0,0.115,0.21,169.986,150041,4
Know Me,https://open.spotify.com/track/3Pqw8MreEUo4Z8ktO5ilkD,NAV,0.925,0.575,1,-5.992,1,0.163,0.0238,0.0,0.105,0.165,142.047,155493,4
Tempo (feat. Missy Elliott),https://open.spotify.com/track/4LRKHjC3WH5AKZSGZzlnGk,LIZZO,0.833,0.722,1,-5.563,1,0.136,0.0573,1.14e-05,0.358,0.588,107.019,175343,4
Be Alright,https://open.spotify.com/track/2H4gf1wLxvYreMj1jcaN0k,DEAN LEWIS,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
Splashin,https://open.spotify.com/track/3KLo7ByvjCNyBrfz5DZ2mO,RICH THE KID,0.942,0.382,10,-8.099,1,0.564,0.00192,0.0,0.092,0.379,100.017,177864,4
Bohemian Rhapsody - Remastered 2011,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,QUEEN,0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,354320,4
bury a friend,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,BILLIE EILISH,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4
you should see me in a crown,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,BILLIE EILISH,0.678,0.533,4,-10.485,1,0.186,0.462,0.219,0.139,0.323,150.455,180953,4
Grow As We Go,https://open.spotify.com/track/6hYvw3LLTViP2mT4MpDNmT,BEN PLATT,0.458,0.137,8,-14.083,1,0.0355,0.882,0.0,0.15,0.437,80.824,249427,4
Tap (feat. Meek Mill),https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,NAV,0.901,0.676,2,-7.033,1,0.251,0.0646,0.0,0.0863,0.452,85.018,148278,4
Price On My Head (feat. The Weeknd),https://open.spotify.com/track/4hqOmrCCJKyiuwDexd8c2t,NAV,0.768,0.574,6,-6.104,0,0.136,0.384,1.65e-05,0.336,0.278,74.949,217776,4
Strange Love,https://open.spotify.com/track/1y9AS8gXPuF8sn3K6Awbyb,SIMPLE CREATURES,0.59,0.6,6,-7.251,1,0.0307,0.00943,0.0,0.123,0.389,91.964,151632,4
I Hope,https://open.spotify.com/track/2jKIBHSsUaF3cPCcGbR56U,GABBY BARRETT,0.574,0.537,6,-6.226,1,0.0363,0.0994,0.0,0.113,0.382,74.997,209229,4
Act Up,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,CITY GIRLS,0.938,0.638,8,-4.713,1,0.189,0.0167,0.0,0.111,0.313,97.075,158332,4
Paradise,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,BAZZI,0.844,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4
My Bad,https://open.spotify.com/track/2XKFnwB6djxrJCjR3PdeRb,KHALID,0.577,0.578,0,-9.146,0,0.0907,0.547,0.59,0.264,0.367,84.963,163973,4
Self,https://open.spotify.com/track/1WqLtczgKdbHFHhefOU0y7,KHALID,0.618,0.693,1,-7.889,0,0.333,0.44,0.759,0.101,0.439,143.98,229960,4
Who Do You Love,https://open.spotify.com/track/7ql71hBakyMi0Lxiq3Mugs,"THE CHAINSMOKERS, 5 SECONDS OF SUMMER",0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,4
Kill This Love,https://open.spotify.com/track/4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,189052,4
Make It Better (feat. Smokey Robinson),https://open.spotify.com/track/0ReEEk6xty0IlNrZg2m6ZZ,ANDERSON .PAAK,0.675,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332,4
Make It Better (feat. Smokey Robinson),https://open.spotify.com/track/4SBVWkRIMJ6WBCYPvr5Bwr,ANDERSON .PAAK,0.676,0.56,4,-6.024,0,0.0643,0.0112,0.00403,0.137,0.551,178.555,219332,4
Freedom (feat. Kendrick Lamar),https://open.spotify.com/track/6pXcDMr10gh902gPlKuSLv,BEYONCÉ,0.458,0.804,2,-6.421,1,0.294,0.0375,0.0,0.685,0.408,84.733,289760,4
Love Drought,https://open.spotify.com/track/2RQAG0wQt35UzAPEyVJFWN,BEYONCÉ,0.455,0.535,9,-10.602,0,0.0426,0.0209,0.64,0.126,0.216,157.01,237440,4
Pray You Catch Me,https://open.spotify.com/track/7rLDARtJALM7QdiJDMXW7m,BEYONCÉ,0.25,0.215,8,-13.676,0,0.037,0.632,0.0717,0.401,0.0746,174.824,195987,3
All Night,https://open.spotify.com/track/7oAuqs6akGnPU3Tb00ZmyM,BEYONCÉ,0.574,0.573,11,-7.079,1,0.085,0.392,2.16e-05,0.0933,0.626,136.304,322000,4
Daddy Lessons,https://open.spotify.com/track/71OvX5NNLrmz7rpq1ANTQn,BEYONCÉ,0.643,0.503,7,-8.37,1,0.216,0.273,0.0,0.349,0.598,90.886,287987,4
CrasH,https://open.spotify.com/track/56LkPtfeggj9TsgbkuQYW0,SCHOOLBOY Q,0.825,0.644,1,-6.001,1,0.175,0.0311,0.0,0.0861,0.79,132.019,161493,4
Numb Numb Juice,https://open.spotify.com/track/6tByydPskASjm9jTPkNQq0,SCHOOLBOY Q,0.885,0.492,1,-6.015,1,0.367,0.00172,7.79e-05,0.081,0.203,156.958,107147,4
Walk Me Home,https://open.spotify.com/track/6jfEZdUJ2Yla6h7gTJgKuo,P!NK,0.652,0.453,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.432,88.038,177391,3
Delicate,https://open.spotify.com/track/5sOch9Cf4uxcMtwFzMtNqQ,TAYLOR SWIFT,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4
W2Leezy,https://open.spotify.com/track/1bLbbmA7EtM58UccsgozFT,JUSTIN RARRI,0.715,0.51,6,-6.943,0,0.0566,0.509,0.0,0.0832,0.542,139.997,196429,4
Truth Hurts,https://open.spotify.com/track/4HFpIAtiojlAuYNmITpYGn,LIZZO,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
Who Do You Love,https://open.spotify.com/track/5QiNbIilmMiMBXvaAlf7lN,"THE CHAINSMOKERS, 5 SECONDS OF SUMMER",0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,4
This Life,https://open.spotify.com/track/4dRqYKhLVujxiBXcq50YzG,VAMPIRE WEEKEND,0.62,0.712,9,-6.434,1,0.1,0.228,3.39e-06,0.0561,0.83,170.234,268600,4
I Like Girls (feat. Lil Skies),https://open.spotify.com/track/7cWh3ScxjhvasLI0CBRoZk,PNB ROCK,0.702,0.775,1,-3.462,1,0.248,0.324,0.0,0.114,0.784,178.199,151054,4
Truth Hurts,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,LIZZO,0.715,0.624,4,-3.046,0,0.114,0.11,0.0,0.123,0.412,158.087,173325,4
Moonlight,https://open.spotify.com/track/72pv4E0eBIcE9z8V4tPHui,ALI GATIE,0.804,0.48,11,-6.662,1,0.0321,0.495,0.0,0.105,0.461,120.002,228854,4
Piece Of Your Heart,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,"MEDUZA, GOODBOYS",0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
Beer Never Broke My Heart,https://open.spotify.com/track/5eDvChP4WAPPrtaQeI9MhT,LUKE COMBS,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,186800,4
Be Alright,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,DEAN LEWIS,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,196493,4
Keanu Reeves,https://open.spotify.com/track/1JIgaRnqtzS7DuGM3hVZU9,LOGIC,0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.133,0.799,170.13,225933,4
Confessions of a Dangerous Mind,https://open.spotify.com/track/4EQSeRRJmk3h3HQ5KlkzVy,LOGIC,0.806,0.756,7,-4.093,0,0.208,0.385,0.0,0.11,0.637,141.97,283867,4
you were good to me,https://open.spotify.com/track/6tNgjrWXWHx2zR52Q6qCLG,"JEREMY ZUCKER, CHELSEA CUTLER",0.46,0.0834,2,-15.095,1,0.0433,0.909,1.98e-05,0.112,0.21,98.329,219173,4
HP,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,MALUMA,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4
"Top Off (feat. JAY Z, Future & Beyoncé)",https://open.spotify.com/track/0QzliuYF4qRMXI76GwepXq,"DJ KHALED, JAY-Z",0.569,0.593,11,-6.718,0,0.336,0.0102,0.0,0.457,0.262,86.695,230713,5
Big Boy Talk (feat. Jeezy & Rick Ross),https://open.spotify.com/track/6L8MHp94PFckbkfZm2foUJ,DJ KHALED,0.406,0.793,0,-4.389,0,0.425,0.0656,0.0,0.346,0.363,78.264,165871,4
Freak N You (feat. Lil Wayne & Gunna),https://open.spotify.com/track/7C0BHTRLmWUONc8OYjOPdW,DJ KHALED,0.66,0.771,10,-5.233,0,0.128,0.00437,3.07e-05,0.29,0.527,91.023,186360,4
Celebrate (feat. Travis Scott & Post Malone),https://open.spotify.com/track/0b6UoVjUzFyZNpHI0aAhKt,DJ KHALED,0.362,0.714,9,-3.07,0,0.0835,0.269,0.0,0.21,0.309,67.4,206499,4
Higher (feat. Nipsey Hussle & John Legend),https://open.spotify.com/track/6O10oTtZIZ4DkkUqyfCbrR,DJ KHALED,0.351,0.956,7,-1.996,1,0.245,0.0949,0.0,0.226,0.446,83.655,176875,4
Weather the Storm (feat. Meek Mill & Lil Baby),https://open.spotify.com/track/6xVhqLT40s5sVhepe9Mckc,DJ KHALED,0.515,0.802,2,-2.655,0,0.283,0.18,0.0,0.241,0.279,76.069,153337,4
ME! (feat. Brendon Urie of Panic! At The Disco),https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,TAYLOR SWIFT,0.614,0.839,0,-4.143,1,0.0702,0.0291,0.0,0.112,0.657,182.123,193040,4
All Day And Night - Jax Jones & Martin Solveig Present Europa,https://open.spotify.com/track/11o2y87vqODipLK98a1v34,"JAX JONES, MADISON BEER",0.585,0.782,1,-4.101,0,0.0897,0.269,0.0,0.156,0.521,121.908,169303,4
Stop Snitchin,https://open.spotify.com/track/5IjRKZlpKVBBRn0COL7pik,YG,0.842,0.743,7,-4.43,1,0.329,0.00531,3.69e-06,0.151,0.622,180.917,149880,4
Hey Julie! (feat. Lil Yachty),https://open.spotify.com/track/0CmDU4HueRJ9XXul7PdJLc,KYLE,0.801,0.505,11,-5.829,1,0.293,0.0446,9.52e-06,0.122,0.757,161.059,156443,4
Center Point Road,https://open.spotify.com/track/1ZBH3RN8bxxBJE9rFoZwDT,"THOMAS RHETT, KELSEA BALLERINI",0.235,0.66,7,-6.134,1,0.0491,0.0122,0.0,0.159,0.144,64.21,216960,4
Ransom,https://open.spotify.com/track/1xbtojAZsQjOgiGdGX6ChU,LIL TECCA,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131248,4
Press,https://open.spotify.com/track/34mnEACakE122UwsaaoMSL,CARDI B,0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792,4
RICKY,https://open.spotify.com/track/2QbGvQssb0VLLS4x5NOmyJ,DENZEL CURRY,0.776,0.562,9,-6.901,1,0.363,0.0399,0.0,0.138,0.521,169.03,147867,4
Freaky,https://open.spotify.com/track/7EAaSaj1OgZgMX5yZyFXFC,TORY LANEZ,0.966,0.563,8,-5.764,1,0.0618,0.00202,0.0,0.105,0.363,104.991,173926,4
Envy Me,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,CALBOY,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4
Look What God Gave Her,https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V,THOMAS RHETT,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
Love Me,https://open.spotify.com/track/4rnwyJPkkkvU6Xo86YMD1X,LIL TECCA,0.706,0.373,6,-12.61,0,0.31,0.637,0.0,0.0993,0.827,204.031,117726,4
Good as You,https://open.spotify.com/track/1D07CwYBPqu8NbQTdu9C1g,KANE BROWN,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4
SOS,https://open.spotify.com/track/0n2nEtLP3OzDdi12ziIekx,"AVICII, ALOE BLACC",0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4
Taste (feat. Offset),https://open.spotify.com/track/2toVe5hfuIi97ytDPDbQFt,TYGA,0.866,0.613,0,-6.385,1,0.151,0.0293,0.0,0.104,0.359,98.001,229210,4
Cool,https://open.spotify.com/track/7yfi8B8opXjnRh4VZnOkz9,JONAS BROTHERS,0.683,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167107,4
Made For You,https://open.spotify.com/track/7vF3xkCMvZjAe2nTWY0uQZ,JAKE OWEN,0.581,0.441,1,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,238400,4
No Guidance (feat. Drake),https://open.spotify.com/track/7FEwp8BavoEVE3AnxJDchc,CHRIS BROWN,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
Goddamn (feat. A Boogie wit da Hoodie),https://open.spotify.com/track/4TCG827sk5fDEmUvcQlStk,TYGA,0.951,0.573,0,-6.002,0,0.227,0.0667,0.0,0.119,0.42,105.052,211040,4
Rescue Me,https://open.spotify.com/track/5dLP5JbgWGZttnUv4NFJeg,"MARSHMELLO, A DAY TO REMEMBER",0.45,0.896,11,-2.52,1,0.0882,0.00938,0.0,0.416,0.392,148.126,237203,4
It's You,https://open.spotify.com/track/6moU77g9RQyMzHNuKEaQKq,ALI GATIE,0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4
Lalala,https://open.spotify.com/track/07rmSXN6vNoquX1AsWd9pP,"Y2K, BBNO$",0.843,0.391,2,-7.899,1,0.0845,0.181,0.0,0.137,0.496,129.972,160615,4
Panini,https://open.spotify.com/track/68poZGRClFTzLdeRz9X0M2,LIL NAS X,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
Backwards (feat. Meek Mill),https://open.spotify.com/track/4Aw3DJWMTGXVgAdAzAAI02,GUCCI MANE,0.95,0.508,8,-5.176,1,0.0921,0.0092,0.0,0.0946,0.438,122.963,177699,4
Señorita,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,"SHAWN MENDES, CAMILA CABELLO",0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4
Find U Again (feat. Camila Cabello),https://open.spotify.com/track/5Uw7Dut2lZfexn3Y09swpf,MARK RONSON,0.605,0.664,8,-7.162,1,0.0316,0.00548,3e-06,0.204,0.164,103.997,176417,4
Bring U Down,https://open.spotify.com/track/731ZB1f5rp7OGZNOituIgl,LIL NAS X,0.676,0.511,9,-6.83,0,0.0449,0.0759,0.0,0.113,0.482,120.05,131693,4
C7osure (You Like),https://open.spotify.com/track/4yQRf697MY5cueE3OQgLhw,LIL NAS X,0.84,0.505,1,-10.789,0,0.273,0.514,0.0,0.0843,0.702,133.994,143413,4
Panini,https://open.spotify.com/track/2pmhboG1a2XfDiTvMwO8sd,LIL NAS X,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4
Old Town Road (feat. Billy Ray Cyrus) - Remix,https://open.spotify.com/track/4O4HtthxTvVL1Z1PuDb7GX,LIL NAS X,0.878,0.619,6,-5.56,1,0.102,0.0533,0.0,0.113,0.639,136.041,157067,4
Old Town Road,https://open.spotify.com/track/2RegUmAI4EGqpXXx95rBMB,LIL NAS X,0.906,0.52,1,-6.114,1,0.131,0.0461,1.8e-06,0.0985,0.516,136.0,113013,4
F9mily (You & Me),https://open.spotify.com/track/7mLDdnb7pA3ybCnqL1CHFe,"LIL NAS X, TRAVIS BARKER",0.556,0.534,0,-7.75,1,0.0332,0.019,0.00063,0.0859,0.408,170.054,162720,4
Rodeo,https://open.spotify.com/track/5MWOSsgPDm3aPvAHWghxxG,"LIL NAS X, CARDI B",0.711,0.687,9,-5.606,1,0.0318,0.138,7.1e-05,0.465,0.668,140.065,158707,4
Kick It,https://open.spotify.com/track/75iGnGnJPOglsGfBlHJfRM,LIL NAS X,0.765,0.479,9,-9.742,1,0.203,0.149,0.0,0.129,0.511,75.974,141987,4
Ransom,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH,LIL TECCA,0.745,0.642,7,-6.257,0,0.287,0.0204,0.0,0.0658,0.226,179.974,131280,4
Don't Check On Me (feat. Justin Bieber & Ink),https://open.spotify.com/track/3msKIQc0Yjuz3Zn39g3KLX,CHRIS BROWN,0.66,0.395,7,-5.242,1,0.0333,0.873,0.0,0.112,0.678,81.997,204880,4
Beautiful People (feat. Khalid),https://open.spotify.com/track/4evmHXcjt3bTUHD1cvny97,ED SHEERAN,0.64,0.648,5,-8.113,0,0.187,0.124,0.0,0.0802,0.548,92.977,197867,4
Higher Love,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,"KYGO, WHITNEY HOUSTON",0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4
Pure Water (with Migos),https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,MUSTARD,0.682,0.559,0,-5.545,1,0.127,0.174,0.0,0.344,0.137,202.015,192471,4
Welcome To The Party,https://open.spotify.com/track/4KTFcXJcayX6ZhWXgPeJia,POP SMOKE,0.594,0.644,2,-7.271,1,0.133,0.012,1.98e-05,0.182,0.233,143.129,215760,4
Party In The U.S.A.,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr,MILEY CYRUS,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
Ain't No Mountain High Enough,https://open.spotify.com/track/7tqhbajSfrz2F7E1Z75ASX,"MARVIN GAYE, TAMMI TERRELL",0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
I Think I'm OKAY (with YUNGBLUD & Travis Barker),https://open.spotify.com/track/2gTdDMpNxIRFSiu7HutMCg,MACHINE GUN KELLY,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4
"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k,DREAMVILLE,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,169147,4
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),https://open.spotify.com/track/40OMBMYRk5IQL6xCzGM0JA,MARTIN GARRIX,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4
Becky,https://open.spotify.com/track/2VDadIDCFgDqvVCvaDPtn9,CHAMPIONXIII,0.934,0.439,4,-9.564,0,0.338,0.00506,0.0,0.092,0.289,140.022,118776,4
Beer Never Broke My Heart,https://open.spotify.com/track/7nfmK6oHPDlAd68A11d7AN,LUKE COMBS,0.54,0.863,1,-4.483,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,186800,4
Outnumbered,https://open.spotify.com/track/6UjZ2Yx2g2a52XxiA8ONxZ,DERMOT KENNEDY,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4
Lonely If You Are,https://open.spotify.com/track/1Ut1A8UaNqGuwsHgWq75PW,CHASE RICE,0.593,0.745,7,-4.37,1,0.0574,0.19,0.0,0.227,0.849,169.951,175067,4
I Don't Care (with Justin Bieber),https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,ED SHEERAN,0.798,0.676,6,-5.041,1,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947,4
Cross Me (feat. Chance the Rapper & PnB Rock),https://open.spotify.com/track/4wuCQX7JvAZLlrcmH4AeZF,ED SHEERAN,0.746,0.787,4,-6.373,1,0.12,0.212,0.0,0.0669,0.607,95.005,206187,4
BLOW (with Chris Stapleton & Bruno Mars),https://open.spotify.com/track/7hvO2qCwJVZxiyoA7c9i5d,ED SHEERAN,0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47,209120,4
Time - Edit,https://open.spotify.com/track/68Vm2W4oURsPV3121vUZgB,NF,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,230611,4
Best Part of Me (feat. YEBBA),https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,ED SHEERAN,0.565,0.243,2,-8.367,1,0.0317,0.758,8.82e-06,0.285,0.239,81.655,243267,4
Homicide (feat. Eminem),https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg,LOGIC,0.694,0.759,10,-5.667,0,0.398,0.137,0.0,0.167,0.77,140.055,245387,4
"SPIRIT - From Disney's ""The Lion King""",https://open.spotify.com/track/6ucmgsair6pvRYfwgvI6e0,BEYONCÉ,0.238,0.435,5,-8.096,1,0.0497,0.00956,0.0,0.0981,0.0447,78.797,277030,4
No Face No Ca$e,https://open.spotify.com/track/4WQj82D2S58Gj0ZoKXWrBE,KING LIL G,0.788,0.523,1,-8.257,0,0.0928,0.000563,8.83e-05,0.178,0.264,98.033,161684,4
The Search,https://open.spotify.com/track/3oLe5ZILASG8vU5dxIMfLY,NF,0.789,0.789,2,-4.813,1,0.298,0.598,0.0,0.099,0.37,119.95,248053,4
Bossa No Sé (feat. Jean Carter),https://open.spotify.com/track/3kEsMLO3qUUwiXeCndsMIb,CUCO,0.825,0.678,4,-5.401,1,0.0461,0.519,0.0,0.115,0.43,134.12,201264,4
If I Can't Have You,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,SHAWN MENDES,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,191467,4
La La Land (feat. YG),https://open.spotify.com/track/4cEONREpY8NQJMuGQP95Kl,BRYCE VINE,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4
WHY,https://open.spotify.com/track/7yNgSAuwbDJcdRNrBDtKPq,NF,0.741,0.827,10,-6.343,0,0.549,0.451,0.0,0.292,0.418,158.317,187933,4
When I Grow Up,https://open.spotify.com/track/5rLyYxZNzca00ENADO9m54,NF,0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,196800,4
Bad Idea (feat. Chance the Rapper),https://open.spotify.com/track/5yK37zazHUe3WxEvymZs20,CORDAE,0.732,0.464,7,-8.591,0,0.301,0.309,0.0,0.107,0.353,82.494,234615,4
Old Town Road,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,LIL NAS X,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
All Your'n,https://open.spotify.com/track/0fCwTrRNfoNk962ati8n2K,TYLER CHILDERS,0.585,0.55,11,-7.342,1,0.0255,0.408,3.97e-05,0.115,0.839,78.176,218280,4
I Get Lonely,https://open.spotify.com/track/3sMC6vfTTSa0mMAPTwzDVD,DRAKE,0.477,0.501,11,-9.178,0,0.0398,0.706,5.61e-06,0.0953,0.689,81.376,253562,4
Did It Again,https://open.spotify.com/track/01Qb6dN5suQNu87VJ1mIpf,LIL TECCA,0.699,0.575,1,-9.922,1,0.159,0.218,0.0,0.112,0.234,148.767,116240,4
Fear Inoculum,https://open.spotify.com/track/4XW5PGlQ3S4B8Bti7meocj,TOOL,0.319,0.584,7,-10.122,1,0.0416,0.000959,0.504,0.0662,0.154,88.241,621027,4
Under Enemy Arms,https://open.spotify.com/track/31td5q7SygjNQODOGgls0x,TRIPPIE REDD,0.751,0.756,9,-5.453,0,0.0375,0.257,0.0,0.0582,0.644,129.954,162528,4
Unsainted,https://open.spotify.com/track/5mpUKTdskZea0gStWzeHUZ,SLIPKNOT,0.427,0.946,7,-2.188,1,0.0469,0.000118,0.0253,0.0604,0.237,101.305,260773,4
Mac 10,https://open.spotify.com/track/4NbHIhW0P5skMNvtOMPDUL,"TRIPPIE REDD, LIL BABY, LIL DUKE",0.787,0.619,9,-7.32,1,0.17,0.181,0.0,0.323,0.824,124.09,127843,4
I.F.L.Y.,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,BAZZI,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.554,104.954,165714,4
F.N,https://open.spotify.com/track/0UPBidRYcgJ2mjZlk08V8x,LIL TJAY,0.562,0.502,6,-10.269,0,0.255,0.323,0.0,0.0757,0.322,120.104,224000,1
"Hey, Ma",https://open.spotify.com/track/0d6bZwEAi1XblGRhnzPfgC,BON IVER,0.411,0.285,0,-10.97,1,0.0306,0.872,0.000354,0.0993,0.213,72.139,216707,4
