Unnamed: 0,title,artist,url,title_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
84162,Born to Love You,LANCO,https://open.spotify.com/track/5Tqb1bof64uhOIRRbqnZkF,5Tqb1bof64uhOIRRbqnZkF,0.659,0.902,7,-6.192,1,0.0296,0.13,9.45e-05,0.0574,0.809,124.985,230013,4
84017,Dark Knight Dummo (Feat. Travis Scott),TRIPPIE REDD,https://open.spotify.com/track/2AKl7EDsNJXjW2n8OF3PrF,2AKl7EDsNJXjW2n8OF3PrF,0.384,0.821,8,-2.83,0,0.0948,0.158,0,0.137,0.244,121.108,256163,4
84087,Breathe,"JAX JONES, INA WROLDSEN",https://open.spotify.com/track/2pBlHD6gNGdQnABWz4bhG2,2pBlHD6gNGdQnABWz4bhG2,0.722,0.744,11,-5.52,0,0.0363,0.0234,0.000157,0.143,0.686,125.985,207630,4
84466,"River - Recorded At RAK Studios, London",SAM SMITH,https://open.spotify.com/track/7DNGqrLnd07C2FPpAdn6cc,7DNGqrLnd07C2FPpAdn6cc,0.472,0.181,10,-11.417,1,0.0406,0.896,1.02e-06,0.11,0.198,116.155,208573,4
84521,Go Legend (& Metro Boomin),"BIG SEAN, TRAVIS SCOTT",https://open.spotify.com/track/3nWzRkoCa44adZZ00li9sF,3nWzRkoCa44adZZ00li9sF,0.649,0.591,1,-8.914,0,0.116,0.014,0,0.188,0.21,150.008,268947,4
84600,Untouchable,EMINEM,https://open.spotify.com/track/4U6BNYzKPDiMzDq84w67B0,4U6BNYzKPDiMzDq84w67B0,0.553,0.891,7,-3.388,1,0.505,0.0785,0,0.133,0.627,171.738,370133,4
84613,Who's Stopping Me (& Metro Boomin),BIG SEAN,https://open.spotify.com/track/0SAGxH14Iwn2ZHFVvZ4zRx,0SAGxH14Iwn2ZHFVvZ4zRx,0.748,0.559,7,-10.427,1,0.3,0.428,0,0.075,0.785,99.95,213600,4
84623,Real Friends,CAMILA CABELLO,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL,4V6MRo0CEAC9MwAm7dkPuL,0.74,0.303,3,-8.612,1,0.117,0.835,0,0.0782,0.819,91.958,213933,4
84570,Drew Barrymore,BRYCE VINE,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,0OgGn1ofaj55l2PcihQQGV,0.758,0.574,11,-6.889,0,0.0572,0.46,0.00272,0.102,0.261,151.985,191147,4
84902,Savage Time (& Metro Boomin),BIG SEAN,https://open.spotify.com/track/6Vur2D5ks3pdAZqqmLIeab,6Vur2D5ks3pdAZqqmLIeab,0.508,0.496,1,-9.514,1,0.348,0.184,0,0.333,0.237,147.007,335333,4
85001,Even The Odds (& Metro Boomin),"BIG SEAN, YOUNG THUG",https://open.spotify.com/track/5cHorcEr5z7GC0DjKxiWF1,5cHorcEr5z7GC0DjKxiWF1,0.562,0.476,4,-12.155,0,0.246,0.435,0,0.101,0.185,144.2,226720,4
84809,Pull Up N Wreck (& Metro Boomin),"BIG SEAN, 21 SAVAGE",https://open.spotify.com/track/7DuvVy7JfFgXwWlVzyyPys,7DuvVy7JfFgXwWlVzyyPys,0.49,0.44,10,-7.76,1,0.353,0.00806,0.00103,0.186,0.091,173.095,227533,4
85422,Never Be the Same,CAMILA CABELLO,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5,6VpQdig9pdpTSIFItgkJV5,0.643,0.709,0,-4.343,1,0.0733,0.145,0.000449,0.115,0.264,129.961,227088,4
85308,Have Yourself A Merry Little Christmas,SAM SMITH,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E,7Hz6LLOVxrojLPIHJJ1S0E,0.426,0.177,5,-9.429,1,0.0436,0.954,0,0.317,0.317,133.483,170964,1
85552,Dreamer,AXWELL /\ INGROSSO,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf,0RTzJVkunbGwuRjXDFHnjf,0.627,0.847,10,-5.303,1,0.0352,0.0237,0,0.212,0.611,126.017,251147,4
86438,Nowhere Fast (feat. Kehlani),EMINEM,https://open.spotify.com/track/4xs1uoAjiWAEecX9yKGSF6,4xs1uoAjiWAEecX9yKGSF6,0.7,0.74,11,-4.617,1,0.184,0.254,0,0.0682,0.663,79.015,264173,4
86489,The Beautiful & Damned,"G-EAZY, ZOE NASH",https://open.spotify.com/track/2WWruw7ul9N7eqoHELyMc2,2WWruw7ul9N7eqoHELyMc2,0.656,0.804,8,-5.191,0,0.363,0.173,0,0.837,0.314,125.882,189307,4
86501,River (feat. Ed Sheeran),EMINEM,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s,1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0.516,0.142,0,0.0713,0.659,90.09,221013,4
86445,The Plan,G-EAZY,https://open.spotify.com/track/7fOPVfABNLg3sxtgXBhBdp,7fOPVfABNLg3sxtgXBhBdp,0.826,0.597,1,-7.807,1,0.432,0.00278,0,0.156,0.35,118.044,250293,4
86455,In Your Head,EMINEM,https://open.spotify.com/track/5qykEZTHAcplCLrynoLRnN,5qykEZTHAcplCLrynoLRnN,0.647,0.778,1,-5.257,1,0.224,0.00164,0,0.389,0.252,82.918,182640,4
86468,Sober,"G-EAZY, CHARLIE PUTH",https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV,3qk4wRMDlaeagZGjSYbsOV,0.558,0.766,6,-5.953,0,0.231,0.263,0,0.32,0.182,96.281,203960,4
86288,Bad Husband (feat. X Ambassadors),EMINEM,https://open.spotify.com/track/3GOjD8hwXOxbTF3apTqSqX,3GOjD8hwXOxbTF3apTqSqX,0.514,0.72,8,-5.189,1,0.322,0.0738,0,0.148,0.478,96.237,287893,3
86311,Out of My Head (feat. Tove Lo and ALMA),CHARLI XCX,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3,2khkbmL11VFqKGMrcGIJB3,0.851,0.709,1,-5.157,0,0.0694,0.0736,0.00137,0.12,0.42,116.467,235737,4
86255,Untouchable,EMINEM,https://open.spotify.com/track/4g2j0YZdGB8x5vQjXmJsKN,4g2j0YZdGB8x5vQjXmJsKN,0.546,0.89,7,-3.38,1,0.513,0.0781,0,0.146,0.636,177.612,370133,4
86258,Chloraseptic (feat. Phresher),EMINEM,https://open.spotify.com/track/13aKdwvdGjuZDv2OOKyvs7,13aKdwvdGjuZDv2OOKyvs7,0.898,0.753,1,-6.336,1,0.275,0.0416,0,0.253,0.414,132.066,301147,4
86260,Walk On Water (feat. Beyoncé),EMINEM,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9,5PIBgH1cUFwu5IiUk9tnN9,0.468,0.444,9,-10.217,0,0.291,0.796,0,0.619,0.637,76.019,303640,3
86514,Heat,EMINEM,https://open.spotify.com/track/7oDTApxHeWzTQOR7GPPxw4,7oDTApxHeWzTQOR7GPPxw4,0.835,0.864,7,-5.361,0,0.272,0.163,0,0.305,0.511,99.043,250000,4
86598,Castle,EMINEM,https://open.spotify.com/track/6P2ffRHZZ8CdH3GfWq71Ci,6P2ffRHZZ8CdH3GfWq71Ci,0.657,0.826,7,-4.544,1,0.293,0.0228,0.000554,0.0967,0.26,85.064,254760,4
87238,Jingle Bell Rock,BOBBY HELMS,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y,1cImYkHOQMFE7AZC9aOk4y,0.741,0.34,2,-13.421,1,0.0446,0.614,0,0.0955,0.838,119.606,129893,4
88164,The Break Up,MACHINE GUN KELLY,https://open.spotify.com/track/4c9UQhYhrWs6FpIjvZYrcc,4c9UQhYhrWs6FpIjvZYrcc,0.769,0.712,9,-6.818,0,0.068,0.00247,1.05e-06,0.104,0.228,130.083,200259,4
88185,How U Feel,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/45FMZNp09Z0FMjjOUVGAzm,45FMZNp09Z0FMjjOUVGAzm,0.853,0.79,2,-2.557,1,0.158,0.0474,1.22e-05,0.382,0.46,139.986,205682,4
88136,Lust,LIL SKIES,https://open.spotify.com/track/3zmySiBrjkMtbbtKSff2Pd,3zmySiBrjkMtbbtKSff2Pd,0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,156000,4
88237,Dubai Shit,"HUNCHO JACK, TRAVIS SCOTT, QUAVO, OFFSET",https://open.spotify.com/track/5TRaIECBIfSkeqkKoG6psm,5TRaIECBIfSkeqkKoG6psm,0.768,0.535,10,-4.489,0,0.0534,0.0569,0,0.0902,0.239,138.086,228431,4
88240,Motorcycle Patches,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/4ceMuukXWzAQRYRYXalJMS,4ceMuukXWzAQRYRYXalJMS,0.893,0.662,5,-5.03,0,0.0971,0.0171,0,0.105,0.446,81.524,191410,4
88241,Black & Chinese,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/2GByM82VgSrwywP6MVZmsm,2GByM82VgSrwywP6MVZmsm,0.667,0.848,1,-4.156,1,0.0928,0.00285,0.00291,0.125,0.361,159.15,172017,4
88194,Saint Laurent Mask,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/7mJ2RZgc9MDpiQBijvPYFX,7mJ2RZgc9MDpiQBijvPYFX,0.767,0.59,11,-4.098,1,0.041,0.0432,0,0.169,0.0792,134.994,190437,4
88196,Saint,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/5RRw66jDLIzgIqwA7ABJ9o,5RRw66jDLIzgIqwA7ABJ9o,0.855,0.642,1,-3.701,1,0.0557,0.00953,0,0.104,0.0696,150.081,140793,4
88205,Modern Slavery,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/7CRVv14VLogIh8BZLcRpJM,7CRVv14VLogIh8BZLcRpJM,0.744,0.739,4,-3.735,0,0.224,0.00161,0,0.28,0.507,134.008,148560,4
88015,Thunder / Young Dumb & Broke (with Khalid) - Medley,IMAGINE DRAGONS,https://open.spotify.com/track/05W4TSNqPEXtKdejLVRQrm,05W4TSNqPEXtKdejLVRQrm,0.513,0.684,0,-5.499,1,0.104,0.113,0.000144,0.395,0.266,83.985,251284,4
88107,Something 'Bout You,SIR ROSEVELT,https://open.spotify.com/track/2VdKelTyQHxQKyeTbimoHS,2VdKelTyQHxQKyeTbimoHS,0.692,0.692,2,-6.065,1,0.0818,0.189,0,0.0884,0.75,153.255,160107,4
88093,&burn (with Vince Staples),BILLIE EILISH,https://open.spotify.com/track/68SE4UYrrrshna4naCpe0X,68SE4UYrrrshna4naCpe0X,0.787,0.379,9,-9.364,0,0.245,0.194,0.00131,0.099,0.344,82.52,179016,4
88080,Stir Fry,MIGOS,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm,4fndbjoz1qJyK6JcLdKfzm,0.813,0.808,2,-5.541,1,0.286,0.00693,0,0.133,0.547,181.993,192132,4
88449,I'll Be Home For Christmas - Single Version,BING CROSBY,https://open.spotify.com/track/4RppWtszgz5gPVOKUQazCH,4RppWtszgz5gPVOKUQazCH,0.199,0.205,4,-12.732,0,0.0317,0.678,0.00056,0.318,0.224,80.59,174614,4
88725,Let's Start The New Year Off Right,BING CROSBY,https://open.spotify.com/track/0nQ0CVtojHWXdMVD7UBiqi,0nQ0CVtojHWXdMVD7UBiqi,0.341,0.148,10,-14.338,1,0.0352,0.68,0.96,0.244,0.416,128.895,153947,4
88735,O Tannenbaum,NAT KING COLE,https://open.spotify.com/track/2nWeF8M4XwOdIEUK8q1kTj,2nWeF8M4XwOdIEUK8q1kTj,0.242,0.283,3,-11.353,1,0.029,0.824,2.14e-05,0.27,0.239,91.51,182107,1
88739,Sleigh Ride,THE RONETTES,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ,5ASM6Qjiav2xPe7gRkQMsQ,0.529,0.772,2,-7.013,1,0.0287,0.403,2.21e-06,0.316,0.853,91.751,181267,4
88550,Twelve Days Of Christmas - Single Version,"BING CROSBY, THE ANDREWS SISTERS",https://open.spotify.com/track/4Zo33RKIwOIiVsZZtXsKU4,4Zo33RKIwOIiVsZZtXsKU4,0.629,0.292,3,-10.737,1,0.06,0.883,0,0.136,0.83,142.543,204040,4
88552,The Break Up,MACHINE GUN KELLY,https://open.spotify.com/track/6lJbA3HMQlOI2JMdKbBKDi,6lJbA3HMQlOI2JMdKbBKDi,0.771,0.713,9,-6.755,0,0.0643,0.00265,1.97e-06,0.105,0.235,130.095,200259,4
88577,What Child Is This?/The Holly And The Ivy,BING CROSBY,https://open.spotify.com/track/6ScCr1C4VIFzulq8bP65mj,6ScCr1C4VIFzulq8bP65mj,0.342,0.18,10,-15.235,1,0.0321,0.991,0.0064,0.0987,0.215,108.354,201333,3
88585,My Only Wish (This Year),BRITNEY SPEARS,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr,7aiVBCp1ibIWE5GeHkbtxr,0.665,0.844,0,-3.777,1,0.0273,0.171,0,0.225,0.665,147.073,255733,4
88884,What Christmas Means To Me,STEVIE WONDER,https://open.spotify.com/track/2qoZNAP3JLyIOtbsPtBjvV,2qoZNAP3JLyIOtbsPtBjvV,0.478,0.542,5,-10.135,1,0.0367,0.244,0,0.0839,0.821,167.486,147227,4
88904,Christmas (Baby Please Come Home),DARLENE LOVE,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68,46pF1zFimM582ss1PrMy68,0.325,0.759,8,-7.146,1,0.053,0.395,0.000362,0.0773,0.36,126.627,166453,4
88762,Nowadays (feat. Landon Cube),LIL SKIES,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w,689uBlyIufk2LUhAwjny4w,0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,203908,4
88852,Step Into Christmas,ELTON JOHN,https://open.spotify.com/track/3YQUpKTmtgPJf8u6ooi9KA,3YQUpKTmtgPJf8u6ooi9KA,0.532,0.926,2,-5.536,1,0.0357,0.112,9.84e-06,0.318,0.814,140.137,272394,4
89847,Bring It Back (with Drake & Mike WiLL Made-It),TROUBLE,https://open.spotify.com/track/6rNVR6kOZwn6Q3EW6tvkgi,6rNVR6kOZwn6Q3EW6tvkgi,0.878,0.318,6,-5.81,0,0.403,0.234,5.08e-06,0.111,0.214,151.968,254779,4
90740,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",BEE GEES,https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb,6pyzBTIjcO2AMkKE6x2Otb,0.703,0.826,10,-7.179,0,0.0341,0.0322,0.00629,0.179,0.945,103.564,285373,4
91116,Designer,LIL PUMP,https://open.spotify.com/track/4xKdh72z7sb51GRyHii3B6,4xKdh72z7sb51GRyHii3B6,0.864,0.484,6,-9.159,0,0.344,0.205,0,0.248,0.534,160.052,144560,4
91313,All The Stars (with SZA),KENDRICK LAMAR,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y,12SJpYZEdj4kzWZ8FPFg4Y,0.715,0.62,5,-5.428,0,0.0507,0.0322,0.0142,0.0881,0.456,96.812,235540,4
91504,All The Stars (with SZA),KENDRICK LAMAR,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr,66kQ7wr4d2LwwSjr7HXcyr,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4
91515,Low Life,SOLEIMA,https://open.spotify.com/track/28BEwylPqT4eAmVYbhC3iL,28BEwylPqT4eAmVYbhC3iL,0.686,0.622,8,-5.644,1,0.162,0.0801,0,0.133,0.546,84.998,179995,4
93387,The Champion,"CARRIE UNDERWOOD, LUDACRIS",https://open.spotify.com/track/6y9F8w0czsmJHR6j7hqnkk,6y9F8w0czsmJHR6j7hqnkk,0.662,0.866,6,-3.328,1,0.159,0.0979,0,0.129,0.502,91.018,223999,4
93288,God Save Our Young Blood (with Lana Del Rey),BØRNS,https://open.spotify.com/track/2cyymVgZMGSfbPyHjXAYyb,2cyymVgZMGSfbPyHjXAYyb,0.623,0.548,9,-7.564,1,0.0509,0.739,2.13e-06,0.107,0.439,130.995,232598,4
93268,Girlfriend,ANDERSON EAST,https://open.spotify.com/track/0usJbmjMMRdC89y8sUsldR,0usJbmjMMRdC89y8sUsldR,0.55,0.917,10,-4.298,1,0.189,0.00986,6.75e-05,0.212,0.501,95.075,173107,4
94164,KEKE,"6IX9INE, FETTY WAP, A BOOGIE WIT DA HOODIE",https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR,0zl3PdjIl320fK0pxBGWNR,0.599,0.857,7,-5.7,1,0.299,0.0321,0,0.4,0.469,187.985,151915,4
94078,Zombie,THE CRANBERRIES,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2,6xy6jNeNTYwjnKTDzMyHw2,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00595,0.367,0.313,166.915,306440,4
94947,Sick Boy,THE CHAINSMOKERS,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0,7jqDzXJS0K0Re8uphYNit0,0.548,0.58,11,-7.524,0,0.121,0.104,0,0.127,0.462,180.066,193893,4
95148,Wilson (Expensive Mistakes),FALL OUT BOY,https://open.spotify.com/track/6Gb8ITj8E9Cm9TrYYKBPH0,6Gb8ITj8E9Cm9TrYYKBPH0,0.492,0.795,6,-4.386,1,0.057,0.0232,0,0.118,0.642,152.05,216933,4
95061,Supplies,JUSTIN TIMBERLAKE,https://open.spotify.com/track/4Z6YruMINNspGet1gQyYlK,4Z6YruMINNspGet1gQyYlK,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,225600,4
95089,Machika,"J BALVIN, JEON, ANITTA",https://open.spotify.com/track/4vKltMFviBKMdhYu3FDLY0,4vKltMFviBKMdhYu3FDLY0,0.618,0.836,9,-3.362,1,0.379,0.0474,0,0.172,0.54,212.058,181733,4
95412,Diplomatic Immunity,DRAKE,https://open.spotify.com/track/3tvkzvUTF0yoq3pdBi81I0,3tvkzvUTF0yoq3pdBi81I0,0.663,0.846,0,-5.226,1,0.453,0.00472,0,0.292,0.526,75.137,255840,4
95354,Miss You (with Major Lazer & Tory Lanez),CASHMERE CAT,https://open.spotify.com/track/7HdZY9UJTylIiNcSDFyUDc,7HdZY9UJTylIiNcSDFyUDc,0.747,0.641,1,-4.502,1,0.0925,0.25,0.00107,0.106,0.453,100.028,186231,4
95554,Wilson (Expensive Mistakes),FALL OUT BOY,https://open.spotify.com/track/5dY6NfWkgfKCH2E9mt4wcg,5dY6NfWkgfKCH2E9mt4wcg,0.493,0.801,6,-4.414,1,0.0617,0.0257,0,0.117,0.68,152.083,216933,4
95996,Champion,FALL OUT BOY,https://open.spotify.com/track/5OnSg2bKBBsbFiPhx4Wxnp,5OnSg2bKBBsbFiPhx4Wxnp,0.322,0.901,0,-4.101,1,0.21,0.00097,3.38e-05,0.355,0.283,188.145,192533,4
95968,"Woman, Amen",DIERKS BENTLEY,https://open.spotify.com/track/4YX7OBp0yoMwC6eZNNg5ky,4YX7OBp0yoMwC6eZNNg5ky,0.563,0.772,5,-6.737,1,0.0593,0.00101,1.95e-05,0.214,0.394,119.909,180243,4
95875,Young And Menace,FALL OUT BOY,https://open.spotify.com/track/5EI1cqPIMT03bMSy2VDnqP,5EI1cqPIMT03bMSy2VDnqP,0.649,0.822,3,-5.121,0,0.0594,0.126,0.000767,0.125,0.258,108.06,223933,4
95849,HOLD ME TIGHT OR DON’T,FALL OUT BOY,https://open.spotify.com/track/00TVmX9spquyg0UKuN57l3,00TVmX9spquyg0UKuN57l3,0.581,0.919,6,-4.324,0,0.05,0.0063,2.5e-06,0.107,0.847,95.991,210347,4
95850,The Last Of The Real Ones,FALL OUT BOY,https://open.spotify.com/track/6HWGLValLZlHVPjbwEW4Kq,6HWGLValLZlHVPjbwEW4Kq,0.572,0.88,8,-5.213,1,0.0481,0.00548,0,0.18,0.546,115.073,230400,4
95874,Church,FALL OUT BOY,https://open.spotify.com/track/5uMVjsPAVOc8v3iTgVkkrz,5uMVjsPAVOc8v3iTgVkkrz,0.369,0.881,6,-3.343,0,0.0506,0.00165,0,0.29,0.343,168.004,211840,4
96062,Supastars,MIGOS,https://open.spotify.com/track/1osH2do9vncBrg7jT36O5S,1osH2do9vncBrg7jT36O5S,0.775,0.74,1,-3.271,1,0.0671,0.286,0,0.076,0.327,75.966,294734,4
96399,Last Time That I Checc'd (feat. YG),NIPSEY HUSSLE,https://open.spotify.com/track/6sLuPa0hdDfsrksiVNA5Ux,6sLuPa0hdDfsrksiVNA5Ux,0.717,0.732,1,-4.448,1,0.24,0.0318,0,0.369,0.299,96.077,225587,4
96521,The Middle,"ZEDD, MAREN MORRIS, GREY",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732,4
96918,Ignore Me,BETTY WHO,https://open.spotify.com/track/3RspIiY3vC3IsAi7BkMhCO,3RspIiY3vC3IsAi7BkMhCO,0.836,0.683,9,-6.937,1,0.0831,0.594,2.94e-05,0.0716,0.67,101.979,195977,4
96921,Do U Wrong (feat. Syd),LEVEN KALI,https://open.spotify.com/track/1DMDm0njwzs3G3OF2Yn3cv,1DMDm0njwzs3G3OF2Yn3cv,0.736,0.457,11,-8.618,1,0.109,0.186,1.42e-05,0.0956,0.294,79.009,280253,4
96920,"California, Missouri",KASSI ASHTON,https://open.spotify.com/track/34TdJWVCbEQPZ1DWL2BfoN,34TdJWVCbEQPZ1DWL2BfoN,0.428,0.555,9,-6.666,1,0.0322,0.363,1.96e-06,0.137,0.331,64.669,218333,4
96911,Parallel Line,KEITH URBAN,https://open.spotify.com/track/09wLyJJQOoNkczRNfCj6SP,09wLyJJQOoNkczRNfCj6SP,0.519,0.485,0,-5.101,1,0.04,0.194,0,0.216,0.537,163.752,253084,4
96914,"Woman, Amen",DIERKS BENTLEY,https://open.spotify.com/track/2LorDA7dV9tkt6e45Zjifm,2LorDA7dV9tkt6e45Zjifm,0.568,0.779,5,-6.814,1,0.0591,0.000707,2.2e-05,0.215,0.422,119.92,180243,4
96923,Kings & Queens,MAT KEARNEY,https://open.spotify.com/track/0qLp5w9zjZk5qTAJtzOZdM,0qLp5w9zjZk5qTAJtzOZdM,0.622,0.616,5,-8.571,1,0.0498,0.358,0,0.389,0.429,139.08,189253,4
96928,Notice Me,"MIGOS, POST MALONE",https://open.spotify.com/track/07W9fL0ee9LsqD9c3kNrdo,07W9fL0ee9LsqD9c3kNrdo,0.797,0.341,5,-9.733,0,0.373,0.111,1.08e-06,0.198,0.423,165.917,233880,4
96884,MotorSport,"MIGOS, NICKI MINAJ, CARDI B",https://open.spotify.com/track/3g9Mi3kTzzmjBUXN7wnGjI,3g9Mi3kTzzmjBUXN7wnGjI,0.9,0.517,2,-5.4,1,0.204,0.0321,0,0.316,0.173,138.012,303077,4
96885,Higher We Go - Intro,MIGOS,https://open.spotify.com/track/3kh6liHZ8IHHRFMHXNJ79Y,3kh6liHZ8IHHRFMHXNJ79Y,0.815,0.547,8,-4.041,1,0.0942,0.0768,0,0.215,0.183,152.0,255849,4
96887,Supastars,MIGOS,https://open.spotify.com/track/0egwbpNUagfbqFuqaPd6jt,0egwbpNUagfbqFuqaPd6jt,0.781,0.678,1,-4.369,1,0.059,0.246,0,0.076,0.355,75.95,293138,4
96889,Stir Fry,MIGOS,https://open.spotify.com/track/2tek8UnoiJdkmpPMqa5KRQ,2tek8UnoiJdkmpPMqa5KRQ,0.814,0.819,2,-5.48,1,0.251,0.00316,0,0.133,0.517,181.958,190288,4
96890,Walk It Talk It,"MIGOS, DRAKE",https://open.spotify.com/track/1jr1BnpXymcf2i97mTR8tJ,1jr1BnpXymcf2i97mTR8tJ,0.909,0.631,9,-5.447,1,0.205,0.0717,0,0.108,0.394,145.968,276147,4
96892,NO NAME,NF,https://open.spotify.com/track/0djL9IcG5ppLXOwJ5e14oP,0djL9IcG5ppLXOwJ5e14oP,0.493,0.785,2,-4.092,1,0.294,0.245,0,0.168,0.264,87.872,183827,5
96898,"The Wolf - From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""",THE SPENCER LEE BAND,https://open.spotify.com/track/2TCNvoLwNkmmD3ss6uwQeN,2TCNvoLwNkmmD3ss6uwQeN,0.777,0.918,9,-4.733,1,0.178,0.0863,0,0.393,0.699,100.957,174693,4
96901,Favorite,"LEON THOMAS, BUDDY",https://open.spotify.com/track/1tHIZgsoxrmp6lrm2YZsm7,1tHIZgsoxrmp6lrm2YZsm7,0.616,0.459,8,-6.616,1,0.427,0.0598,5.08e-06,0.287,0.622,79.937,213339,4
96982,Too Much Jewelry,MIGOS,https://open.spotify.com/track/2rIY8S6doGY1SEZIh7siw1,2rIY8S6doGY1SEZIh7siw1,0.679,0.331,1,-9.24,0,0.177,0.222,2.48e-06,0.128,0.217,149.949,245664,4
96984,Say Something (feat. Chris Stapleton),JUSTIN TIMBERLAKE,https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3,09ts3GnICqYEU5PkQCpJK3,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,278893,4
96986,Gang Gang,MIGOS,https://open.spotify.com/track/0KJEIWTEKMfBL2J7Sn3X5I,0KJEIWTEKMfBL2J7Sn3X5I,0.639,0.611,2,-9.826,1,0.159,0.256,0,0.112,0.526,180.072,181319,4
96994,Too Playa,"MIGOS, 2 CHAINZ",https://open.spotify.com/track/3BvXHtUdGbfLOVxfRWn6NT,3BvXHtUdGbfLOVxfRWn6NT,0.722,0.503,10,-8.143,1,0.108,0.0191,0,0.0999,0.0715,138.028,312741,4
96995,Ancient Names (Part I),LORD HURON,https://open.spotify.com/track/1osQ8ZuaBmblcENki8Fmhe,1osQ8ZuaBmblcENki8Fmhe,0.256,0.908,9,-4.462,0,0.153,0.358,0.104,0.202,0.183,152.976,362533,4
97001,Beast,MIGOS,https://open.spotify.com/track/4Fj5G5b8MeCrCRDP5JDvpr,4Fj5G5b8MeCrCRDP5JDvpr,0.892,0.459,1,-7.822,1,0.0951,0.0255,0,0.149,0.104,136.982,260224,4
97247,ICY GRL,SAWEETIE,https://open.spotify.com/track/5TlWkwZyx3L5Dh3yybmxHO,5TlWkwZyx3L5Dh3yybmxHO,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,109302,4
97314,Reckless Love,CORY ASBURY,https://open.spotify.com/track/0rH0mprtecH3grD9HFM5AD,0rH0mprtecH3grD9HFM5AD,0.572,0.685,6,-7.29,1,0.0356,0.0291,0,0.0963,0.232,110.698,333386,4
97699,Movin' Too Fast,MIGOS,https://open.spotify.com/track/5B3I6RdYli0nmeS5IR4CcB,5B3I6RdYli0nmeS5IR4CcB,0.873,0.568,11,-7.264,1,0.198,0.148,0,0.0789,0.159,131.076,263983,4
97519,Why,BAZZI,https://open.spotify.com/track/1TioiVNFGeiMC6SiQceHPO,1TioiVNFGeiMC6SiQceHPO,0.677,0.669,5,-6.756,0,0.038,0.37,0,0.108,0.502,112.936,151358,4
97568,Crown the Kings,MIGOS,https://open.spotify.com/track/2664gDzsUz6oHnSFyfKjcq,2664gDzsUz6oHnSFyfKjcq,0.874,0.703,5,-6.017,0,0.0685,0.0455,0,0.166,0.344,143.039,229904,4
97580,Flooded,MIGOS,https://open.spotify.com/track/7eTyfz4GA647lpSA3PCRyl,7eTyfz4GA647lpSA3PCRyl,0.953,0.511,10,-6.208,0,0.401,0.00742,1.73e-06,0.118,0.33,135.067,270213,4
