,title,artist,url
75845,Nothing Left For You,SAM SMITH,https://open.spotify.com/track/5qOWH742APK9OAIhQBflvV
76135,What Lovers Do (feat. SZA),MAROON 5,https://open.spotify.com/track/4nYsmWkuTaowTMy4gskmBw
76132,Wait,MAROON 5,https://open.spotify.com/track/4lUnFLtn8w3W76FiYDRzmO
76912,Most People Are Good,LUKE BRYAN,https://open.spotify.com/track/6Cn5kaSAgakvu0prxT9qX9
77522,GUMMO,6IX9INE,https://open.spotify.com/track/0lcJ1p6R8PWT5u7GW4J9YH
77573,Wanted You (feat. Lil Uzi Vert),NAV,https://open.spotify.com/track/1gjxuBurykxzaqbDaqKKYU
77781,Walk On Water (feat. Beyoncé),EMINEM,https://open.spotify.com/track/7zLGHiDWd9T1Rxw4PQCb13
77823,GUMMO,6IX9INE,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
78926,PRBLMS,6LACK,https://open.spotify.com/track/3KH1kmD5mYQxyeHLoebQTF
78933,Ex Calling,6LACK,https://open.spotify.com/track/00DcwM45CMDjGChnoFRQ6y
78891,Rockin' Around The Christmas Tree - Single Version,BRENDA LEE,https://open.spotify.com/track/3T7dNA7O8c3Axj5WyDNcH3
79114,Ex Calling,6LACK,https://open.spotify.com/track/1MQ8ydvrTnn2QJgXFATJvD
79401,Breakfast (feat. A$AP Rocky),JADEN,https://open.spotify.com/track/08GMwsvnrVZqBDE9djqAia
79331,Textin' My Ex (feat. Tiffany Evans),T-PAIN,https://open.spotify.com/track/7MEavA4SsTI4mVEcEPNxug
79576,Sucker for You,MATT TERRY,https://open.spotify.com/track/5H9H0i7UCmRDCZRHldbmhN
79582,Textin' My Ex (feat. Tiffany Evans),T-PAIN,https://open.spotify.com/track/50JtIff9gsFqsl5A0W5fm3
80172,You Are The Reason,CALUM SCOTT,https://open.spotify.com/track/2d3NAGCKudIYpTlRI6BI0s
80922,The Christmas Song (Merry Christmas To You),NAT KING COLE,https://open.spotify.com/track/5humEOJehpAwMJEJmb0JJ2
80950,Do They Know It's Christmas? - 1984 Version,BAND AID,https://open.spotify.com/track/1hvpDAxZPKjKztOc72sv06
80952,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"PERRY COMO, THE FONTANE SISTERS",https://open.spotify.com/track/6IeK3Ap5m3HabwJxgI6eSE
81046,Mistletoe,JUSTIN BIEBER,https://open.spotify.com/track/32OWobmyAz8J2qA8iWekyS
81033,Santa Tell Me,ARIANA GRANDE,https://open.spotify.com/track/1ADjWm8QNhgNV8yCNNgQ1T
81588,Driving Home for Christmas,CHRIS REA,https://open.spotify.com/track/0ZoHHROTzwIYeNAHRPedTY
82154,anxiety (with FRND),BLACKBEAR,https://open.spotify.com/track/7my1wrfnHqssb3mtHEPWrI
82974,Call It What You Want,TAYLOR SWIFT,https://open.spotify.com/track/2QD7DklEvkqncYacmhMukq
82968,Delicate,TAYLOR SWIFT,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
82877,End Game,"TAYLOR SWIFT, ED SHEERAN, FUTURE",https://open.spotify.com/track/3JbSLr2OhsivV46whJyGeb
82802,Pineapple Skies,MIGUEL,https://open.spotify.com/track/19EnyPZhNPbRoCxAuv5pKD
82876,Gorgeous,TAYLOR SWIFT,https://open.spotify.com/track/7ut4Y7gxOFe3d3rLJQ7i5w
82870,...Ready For It?,TAYLOR SWIFT,https://open.spotify.com/track/4vVb2D6RYL669h7tLYOKwx
82871,Look What You Made Me Do,TAYLOR SWIFT,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
82835,Balance (feat. dvsn & PnB Rock),ROY WOODS,https://open.spotify.com/track/78yeKzZVT9ARq9icCvEF3A
83236,Getaway Car,TAYLOR SWIFT,https://open.spotify.com/track/0VE4kBnHJUgtMf0dy6DRmW
83201,Dress,TAYLOR SWIFT,https://open.spotify.com/track/6oVxXO5oQ4pTpO8RSnkzvv
83205,King Of My Heart,TAYLOR SWIFT,https://open.spotify.com/track/7HuBDWi18s4aJM8UFnNheH
83214,Dancing With Our Hands Tied,TAYLOR SWIFT,https://open.spotify.com/track/7I7JbDv63ZJJsSi24DyJrz
83219,So It Goes...,TAYLOR SWIFT,https://open.spotify.com/track/5PxFv9yJEg9dxvbZggykro
83206,New Year’s Day,TAYLOR SWIFT,https://open.spotify.com/track/7F5oktn5YOsR9eR5YsFtqb
83098,...Ready For It?,TAYLOR SWIFT,https://open.spotify.com/track/2yLa0QULdQr0qAIvVwN6B5
83100,Look What You Made Me Do,TAYLOR SWIFT,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il
83116,Call It What You Want,TAYLOR SWIFT,https://open.spotify.com/track/1GwMQaZz6Au3QLDbjbMdme
83124,Don’t Blame Me,TAYLOR SWIFT,https://open.spotify.com/track/1R0a2iXumgCiFb7HEZ7gUE
83081,I Did Something Bad,TAYLOR SWIFT,https://open.spotify.com/track/4svZDCRz4cJoneBpjpx8DJ
83090,Gorgeous,TAYLOR SWIFT,https://open.spotify.com/track/1ZY1PqizIl78geGM4xWlEA
83414,Mele Kalikimaka - Single Version,"BING CROSBY, THE ANDREWS SISTERS",https://open.spotify.com/track/6UrKVLhzBYZY6fXmNyCLDi
83449,Joy To The World,NAT KING COLE,https://open.spotify.com/track/3eLWJ29j2FGM91T7aGlHHW
83745,KOODA,6IX9INE,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o
83554,Rap Niggas,NIPSEY HUSSLE,https://open.spotify.com/track/23eRgjXUAUE9vuZmMm99EN
84162,Born to Love You,LANCO,https://open.spotify.com/track/5Tqb1bof64uhOIRRbqnZkF
84017,Dark Knight Dummo (Feat. Travis Scott),TRIPPIE REDD,https://open.spotify.com/track/2AKl7EDsNJXjW2n8OF3PrF
84087,Breathe,"JAX JONES, INA WROLDSEN",https://open.spotify.com/track/2pBlHD6gNGdQnABWz4bhG2
84466,"River - Recorded At RAK Studios, London",SAM SMITH,https://open.spotify.com/track/7DNGqrLnd07C2FPpAdn6cc
84521,Go Legend (& Metro Boomin),"BIG SEAN, TRAVIS SCOTT",https://open.spotify.com/track/3nWzRkoCa44adZZ00li9sF
84600,Untouchable,EMINEM,https://open.spotify.com/track/4U6BNYzKPDiMzDq84w67B0
84613,Who's Stopping Me (& Metro Boomin),BIG SEAN,https://open.spotify.com/track/0SAGxH14Iwn2ZHFVvZ4zRx
84623,Real Friends,CAMILA CABELLO,https://open.spotify.com/track/4V6MRo0CEAC9MwAm7dkPuL
84570,Drew Barrymore,BRYCE VINE,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
84902,Savage Time (& Metro Boomin),BIG SEAN,https://open.spotify.com/track/6Vur2D5ks3pdAZqqmLIeab
85001,Even The Odds (& Metro Boomin),"BIG SEAN, YOUNG THUG",https://open.spotify.com/track/5cHorcEr5z7GC0DjKxiWF1
84809,Pull Up N Wreck (& Metro Boomin),"BIG SEAN, 21 SAVAGE",https://open.spotify.com/track/7DuvVy7JfFgXwWlVzyyPys
85422,Never Be the Same,CAMILA CABELLO,https://open.spotify.com/track/6VpQdig9pdpTSIFItgkJV5
85308,Have Yourself A Merry Little Christmas,SAM SMITH,https://open.spotify.com/track/7Hz6LLOVxrojLPIHJJ1S0E
85552,Dreamer,AXWELL /\ INGROSSO,https://open.spotify.com/track/0RTzJVkunbGwuRjXDFHnjf
86438,Nowhere Fast (feat. Kehlani),EMINEM,https://open.spotify.com/track/4xs1uoAjiWAEecX9yKGSF6
86489,The Beautiful & Damned,"G-EAZY, ZOE NASH",https://open.spotify.com/track/2WWruw7ul9N7eqoHELyMc2
86501,River (feat. Ed Sheeran),EMINEM,https://open.spotify.com/track/1cS0TgbR263ey9jn0MwD2s
86445,The Plan,G-EAZY,https://open.spotify.com/track/7fOPVfABNLg3sxtgXBhBdp
86455,In Your Head,EMINEM,https://open.spotify.com/track/5qykEZTHAcplCLrynoLRnN
86468,Sober,"G-EAZY, CHARLIE PUTH",https://open.spotify.com/track/3qk4wRMDlaeagZGjSYbsOV
86288,Bad Husband (feat. X Ambassadors),EMINEM,https://open.spotify.com/track/3GOjD8hwXOxbTF3apTqSqX
86311,Out of My Head (feat. Tove Lo and ALMA),CHARLI XCX,https://open.spotify.com/track/2khkbmL11VFqKGMrcGIJB3
86255,Untouchable,EMINEM,https://open.spotify.com/track/4g2j0YZdGB8x5vQjXmJsKN
86258,Chloraseptic (feat. Phresher),EMINEM,https://open.spotify.com/track/13aKdwvdGjuZDv2OOKyvs7
86260,Walk On Water (feat. Beyoncé),EMINEM,https://open.spotify.com/track/5PIBgH1cUFwu5IiUk9tnN9
86514,Heat,EMINEM,https://open.spotify.com/track/7oDTApxHeWzTQOR7GPPxw4
86598,Castle,EMINEM,https://open.spotify.com/track/6P2ffRHZZ8CdH3GfWq71Ci
87238,Jingle Bell Rock,BOBBY HELMS,https://open.spotify.com/track/1cImYkHOQMFE7AZC9aOk4y
88164,The Break Up,MACHINE GUN KELLY,https://open.spotify.com/track/4c9UQhYhrWs6FpIjvZYrcc
88185,How U Feel,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/45FMZNp09Z0FMjjOUVGAzm
88136,Lust,LIL SKIES,https://open.spotify.com/track/3zmySiBrjkMtbbtKSff2Pd
88237,Dubai Shit,"HUNCHO JACK, TRAVIS SCOTT, QUAVO, OFFSET",https://open.spotify.com/track/5TRaIECBIfSkeqkKoG6psm
88240,Motorcycle Patches,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/4ceMuukXWzAQRYRYXalJMS
88241,Black & Chinese,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/2GByM82VgSrwywP6MVZmsm
88194,Saint Laurent Mask,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/7mJ2RZgc9MDpiQBijvPYFX
88196,Saint,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/5RRw66jDLIzgIqwA7ABJ9o
88205,Modern Slavery,"HUNCHO JACK, TRAVIS SCOTT, QUAVO",https://open.spotify.com/track/7CRVv14VLogIh8BZLcRpJM
88015,Thunder / Young Dumb & Broke (with Khalid) - Medley,IMAGINE DRAGONS,https://open.spotify.com/track/05W4TSNqPEXtKdejLVRQrm
88107,Something 'Bout You,SIR ROSEVELT,https://open.spotify.com/track/2VdKelTyQHxQKyeTbimoHS
88093,&burn (with Vince Staples),BILLIE EILISH,https://open.spotify.com/track/68SE4UYrrrshna4naCpe0X
88080,Stir Fry,MIGOS,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm
88449,I'll Be Home For Christmas - Single Version,BING CROSBY,https://open.spotify.com/track/4RppWtszgz5gPVOKUQazCH
88725,Let's Start The New Year Off Right,BING CROSBY,https://open.spotify.com/track/0nQ0CVtojHWXdMVD7UBiqi
88735,O Tannenbaum,NAT KING COLE,https://open.spotify.com/track/2nWeF8M4XwOdIEUK8q1kTj
88739,Sleigh Ride,THE RONETTES,https://open.spotify.com/track/5ASM6Qjiav2xPe7gRkQMsQ
88550,Twelve Days Of Christmas - Single Version,"BING CROSBY, THE ANDREWS SISTERS",https://open.spotify.com/track/4Zo33RKIwOIiVsZZtXsKU4
88552,The Break Up,MACHINE GUN KELLY,https://open.spotify.com/track/6lJbA3HMQlOI2JMdKbBKDi
88577,What Child Is This?/The Holly And The Ivy,BING CROSBY,https://open.spotify.com/track/6ScCr1C4VIFzulq8bP65mj
88585,My Only Wish (This Year),BRITNEY SPEARS,https://open.spotify.com/track/7aiVBCp1ibIWE5GeHkbtxr
88884,What Christmas Means To Me,STEVIE WONDER,https://open.spotify.com/track/2qoZNAP3JLyIOtbsPtBjvV
88904,Christmas (Baby Please Come Home),DARLENE LOVE,https://open.spotify.com/track/46pF1zFimM582ss1PrMy68
88762,Nowadays (feat. Landon Cube),LIL SKIES,https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w
88852,Step Into Christmas,ELTON JOHN,https://open.spotify.com/track/3YQUpKTmtgPJf8u6ooi9KA
89847,Bring It Back (with Drake & Mike WiLL Made-It),TROUBLE,https://open.spotify.com/track/6rNVR6kOZwn6Q3EW6tvkgi
90740,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",BEE GEES,https://open.spotify.com/track/6pyzBTIjcO2AMkKE6x2Otb
91116,Designer,LIL PUMP,https://open.spotify.com/track/4xKdh72z7sb51GRyHii3B6
91313,All The Stars (with SZA),KENDRICK LAMAR,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
91504,All The Stars (with SZA),KENDRICK LAMAR,https://open.spotify.com/track/66kQ7wr4d2LwwSjr7HXcyr
91515,Low Life,SOLEIMA,https://open.spotify.com/track/28BEwylPqT4eAmVYbhC3iL
93387,The Champion,"CARRIE UNDERWOOD, LUDACRIS",https://open.spotify.com/track/6y9F8w0czsmJHR6j7hqnkk
93288,God Save Our Young Blood (with Lana Del Rey),BØRNS,https://open.spotify.com/track/2cyymVgZMGSfbPyHjXAYyb
93268,Girlfriend,ANDERSON EAST,https://open.spotify.com/track/0usJbmjMMRdC89y8sUsldR
94164,KEKE,"6IX9INE, FETTY WAP, A BOOGIE WIT DA HOODIE",https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR
94078,Zombie,THE CRANBERRIES,https://open.spotify.com/track/6xy6jNeNTYwjnKTDzMyHw2
94947,Sick Boy,THE CHAINSMOKERS,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
95148,Wilson (Expensive Mistakes),FALL OUT BOY,https://open.spotify.com/track/6Gb8ITj8E9Cm9TrYYKBPH0
95061,Supplies,JUSTIN TIMBERLAKE,https://open.spotify.com/track/4Z6YruMINNspGet1gQyYlK
95089,Machika,"J BALVIN, JEON, ANITTA",https://open.spotify.com/track/4vKltMFviBKMdhYu3FDLY0
95412,Diplomatic Immunity,DRAKE,https://open.spotify.com/track/3tvkzvUTF0yoq3pdBi81I0
95354,Miss You (with Major Lazer & Tory Lanez),CASHMERE CAT,https://open.spotify.com/track/7HdZY9UJTylIiNcSDFyUDc
95554,Wilson (Expensive Mistakes),FALL OUT BOY,https://open.spotify.com/track/5dY6NfWkgfKCH2E9mt4wcg
95996,Champion,FALL OUT BOY,https://open.spotify.com/track/5OnSg2bKBBsbFiPhx4Wxnp
95968,"Woman, Amen",DIERKS BENTLEY,https://open.spotify.com/track/4YX7OBp0yoMwC6eZNNg5ky
95875,Young And Menace,FALL OUT BOY,https://open.spotify.com/track/5EI1cqPIMT03bMSy2VDnqP
95849,HOLD ME TIGHT OR DON’T,FALL OUT BOY,https://open.spotify.com/track/00TVmX9spquyg0UKuN57l3
95850,The Last Of The Real Ones,FALL OUT BOY,https://open.spotify.com/track/6HWGLValLZlHVPjbwEW4Kq
95874,Church,FALL OUT BOY,https://open.spotify.com/track/5uMVjsPAVOc8v3iTgVkkrz
96062,Supastars,MIGOS,https://open.spotify.com/track/1osH2do9vncBrg7jT36O5S
96399,Last Time That I Checc'd (feat. YG),NIPSEY HUSSLE,https://open.spotify.com/track/6sLuPa0hdDfsrksiVNA5Ux
96521,The Middle,"ZEDD, MAREN MORRIS, GREY",https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
96918,Ignore Me,BETTY WHO,https://open.spotify.com/track/3RspIiY3vC3IsAi7BkMhCO
96921,Do U Wrong (feat. Syd),LEVEN KALI,https://open.spotify.com/track/1DMDm0njwzs3G3OF2Yn3cv
96920,"California, Missouri",KASSI ASHTON,https://open.spotify.com/track/34TdJWVCbEQPZ1DWL2BfoN
96911,Parallel Line,KEITH URBAN,https://open.spotify.com/track/09wLyJJQOoNkczRNfCj6SP
96914,"Woman, Amen",DIERKS BENTLEY,https://open.spotify.com/track/2LorDA7dV9tkt6e45Zjifm
96923,Kings & Queens,MAT KEARNEY,https://open.spotify.com/track/0qLp5w9zjZk5qTAJtzOZdM
96928,Notice Me,"MIGOS, POST MALONE",https://open.spotify.com/track/07W9fL0ee9LsqD9c3kNrdo
96884,MotorSport,"MIGOS, NICKI MINAJ, CARDI B",https://open.spotify.com/track/3g9Mi3kTzzmjBUXN7wnGjI
96885,Higher We Go - Intro,MIGOS,https://open.spotify.com/track/3kh6liHZ8IHHRFMHXNJ79Y
96887,Supastars,MIGOS,https://open.spotify.com/track/0egwbpNUagfbqFuqaPd6jt
96889,Stir Fry,MIGOS,https://open.spotify.com/track/2tek8UnoiJdkmpPMqa5KRQ
96890,Walk It Talk It,"MIGOS, DRAKE",https://open.spotify.com/track/1jr1BnpXymcf2i97mTR8tJ
96892,NO NAME,NF,https://open.spotify.com/track/0djL9IcG5ppLXOwJ5e14oP
96898,"The Wolf - From ""Fifty Shades Freed (Original Motion Picture Soundtrack)""",THE SPENCER LEE BAND,https://open.spotify.com/track/2TCNvoLwNkmmD3ss6uwQeN
96901,Favorite,"LEON THOMAS, BUDDY",https://open.spotify.com/track/1tHIZgsoxrmp6lrm2YZsm7
96982,Too Much Jewelry,MIGOS,https://open.spotify.com/track/2rIY8S6doGY1SEZIh7siw1
96984,Say Something (feat. Chris Stapleton),JUSTIN TIMBERLAKE,https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3
96986,Gang Gang,MIGOS,https://open.spotify.com/track/0KJEIWTEKMfBL2J7Sn3X5I
96994,Too Playa,"MIGOS, 2 CHAINZ",https://open.spotify.com/track/3BvXHtUdGbfLOVxfRWn6NT
96995,Ancient Names (Part I),LORD HURON,https://open.spotify.com/track/1osQ8ZuaBmblcENki8Fmhe
97001,Beast,MIGOS,https://open.spotify.com/track/4Fj5G5b8MeCrCRDP5JDvpr
97247,ICY GRL,SAWEETIE,https://open.spotify.com/track/5TlWkwZyx3L5Dh3yybmxHO
97314,Reckless Love,CORY ASBURY,https://open.spotify.com/track/0rH0mprtecH3grD9HFM5AD
97699,Movin' Too Fast,MIGOS,https://open.spotify.com/track/5B3I6RdYli0nmeS5IR4CcB
97519,Why,BAZZI,https://open.spotify.com/track/1TioiVNFGeiMC6SiQceHPO
97568,Crown the Kings,MIGOS,https://open.spotify.com/track/2664gDzsUz6oHnSFyfKjcq
97580,Flooded,MIGOS,https://open.spotify.com/track/7eTyfz4GA647lpSA3PCRyl
98640,Filthy,JUSTIN TIMBERLAKE,https://open.spotify.com/track/5ZpjODX6OH1xZs3AOewTO6
98930,Medicine,QUEEN NAIJA,https://open.spotify.com/track/4l8p9CJnGmaGnEMs3x9KE2
98781,Pray For Me (with Kendrick Lamar),THE WEEKND,https://open.spotify.com/track/6ZNo7Vi0TE9ul1fhKd4S1M
99257,Saturday Sun,VANCE JOY,https://open.spotify.com/track/45FrYVS9BScbfO8lujdsW0
100422,Opps (with Yugen Blakrok),VINCE STAPLES,https://open.spotify.com/track/0Pw6Gg8QChw5iSRRSrcWXP
100389,All The Stars (with SZA),KENDRICK LAMAR,https://open.spotify.com/track/2Imq77E6CEJR5TPUxlJvTY
100398,Bloody Waters (with Anderson .Paak & James Blake),AB-SOUL,https://open.spotify.com/track/0YOXGfOvoxzAl9XkxH8eEK
100300,Scooby Doo Pa Pa,DJ KASS,https://open.spotify.com/track/7qwULjvTujatIaoWC1lu8b
100273,X (with 2 Chainz & Saudi),SCHOOLBOY Q,https://open.spotify.com/track/4iEpZuwhEuoilKaZjXQPbF
100278,The Ways (with Swae Lee),KHALID,https://open.spotify.com/track/3pf6HWXtEalIWoZcPTFbc6
100279,Black Panther,KENDRICK LAMAR,https://open.spotify.com/track/3vKU0GTHo5nl3kTCYAiqc3
100740,Scooby Doo Pa Pa,DJ KASS,https://open.spotify.com/track/0SSfauqRemnAzOmTJyMn3v
100512,Redemption Interlude,ZACARI,https://open.spotify.com/track/4FpfU1O7WCLBnmwu5XAFk4
100577,Redemption (with Babes Wodumo),ZACARI,https://open.spotify.com/track/76iVOVsliCHlWqKuDnCfhE
101174,Heaven,JULIA MICHAELS,https://open.spotify.com/track/3cysp2UU6xmV61ZlnQsa8s
101230,For You (Fifty Shades Freed) (& Rita Ora),LIAM PAYNE,https://open.spotify.com/track/4ESIYCrLnFoUd1mVbISDot
101127,Capital Letters,"HAILEE STEINFELD, BLOODPOP®",https://open.spotify.com/track/2bllegdYt2WoYdbRZyJ730
101614,All of Me,JOHN LEGEND,https://open.spotify.com/track/3uhBIQ7tv8j1FME8cFGEfG
102085,"Cool (feat. Marc E. Bassy, Gucci Mane)",FELIX JAEHN,https://open.spotify.com/track/3vwVxnq3vQ6NxGVxaiuteR
103544,Thunder,IMAGINE DRAGONS,https://open.spotify.com/track/5VnDkUNyX6u5Sk0yZiP8XB
103506,Believer,IMAGINE DRAGONS,https://open.spotify.com/track/1NtIMM4N0cFa1dNzN15chl
103978,BILLY,6IX9INE,https://open.spotify.com/track/1Caok88z2uxMiPt4oV055r
103979,Psycho (feat. Ty Dolla $ign),POST MALONE,https://open.spotify.com/track/7wrDRQgHlvDnimrRHfQZxt
103983,44 More,LOGIC,https://open.spotify.com/track/2V1nJCtknnPvSFUJ0a7BUk
103991,RONDO,"6IX9INE, TORY LANEZ, YOUNG THUG",https://open.spotify.com/track/0d2vY2TqqmWPuXUm1vcwa5
103964,KEKE,"6IX9INE, FETTY WAP, A BOOGIE WIT DA HOODIE",https://open.spotify.com/track/2riK2ngTJvk4gk71b3Hem4
104073,93,6IX9INE,https://open.spotify.com/track/4b0GRUb7aItNiXgIJLdLxA
104710,Space Cowboy,KACEY MUSGRAVES,https://open.spotify.com/track/4tmL7U0NO0eqqdhLhOPAvF
104706,Butterflies,KACEY MUSGRAVES,https://open.spotify.com/track/2YWk92sHwPWcQAUZSZRl61
105676,Powerglide (feat. Juicy J),"RAE SREMMURD, SWAE LEE, SLIM JXMMI",https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
105747,B.I.D,TORY LANEZ,https://open.spotify.com/track/5mTdAqporE8e0dEk1U8Pkx
105791,Pieces (feat. 50 Cent),TORY LANEZ,https://open.spotify.com/track/4fdXiz0uJKg3HUOVj1p6iL
105810,B.I.D,TORY LANEZ,https://open.spotify.com/track/6dnrppGRbt8fie18Lcd9Dd
105815,Shooters,TORY LANEZ,https://open.spotify.com/track/6TrjaOqUwdKQ7KNxJr2s9Y
106417,I Was Jack (You Were Diane),JAKE OWEN,https://open.spotify.com/track/52K3RIVDetSuZPzcTmIVoY
107028,Find,"SHALLOU, KASBO, CODY LOVAAS",https://open.spotify.com/track/49ex5tTzAH1XMbzWUv0AEQ
107488,Everyday,"LOGIC, MARSHMELLO",https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
107277,44 More,LOGIC,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
109137,SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
109128,Khlorine (feat. Smino),SANGO,https://open.spotify.com/track/5bR43Wr3xJzs5LU0quiRGw
109206,changes,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
109060,Early Morning Trappin (feat. Trippie Redd),RICH THE KID,https://open.spotify.com/track/10CdUJcbCQx8hd7LCC5Ul5
109123,This Is It,SCOTTY MCCREERY,https://open.spotify.com/track/34DFpyq5NJJ79GnGbbJH3p
109343,Once In My Life,THE DECEMBERISTS,https://open.spotify.com/track/2MiX5yjl5t1W4HgM6zTbDC
109798,I Wanna Know (feat. Bea Miller),NOTD,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
110086,Sick Boy,THE CHAINSMOKERS,https://open.spotify.com/track/2JfXj2TERIkHwJpnG9f8uX
110886,Honest,BAZZI,https://open.spotify.com/track/5ouNakSA4Ys0aJvoFBJtXn
110785,Drunk Me,MITCHELL TENPENNY,https://open.spotify.com/track/3N2AIfVOq6NiTcWHIP4Oco
110792,Over You (feat. Frida Sundemo),KASBO,https://open.spotify.com/track/74R4tYIQIn0slsnvqSCJRK
111167,Wish (feat. Trippie Redd),DIPLO,https://open.spotify.com/track/1PsGEI0c19T46f9f7DzgwT
111370,Singles You Up,JORDAN DAVIS,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
111646,High Horse,KACEY MUSGRAVES,https://open.spotify.com/track/0SoVMx4HizrghrVBNW3EIA
112663,New Freezer (feat. Kendrick Lamar),RICH THE KID,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
112636,Plug Walk,RICH THE KID,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
112592,High Horse,KACEY MUSGRAVES,https://open.spotify.com/track/4WctYxntPchMNURUL7npao
113922,Drip (feat. Migos),CARDI B,https://open.spotify.com/track/7jpdFaZYgx93A67hLe8kwc
114039,You Make It Easy,JASON ALDEAN,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
114498,JAPAN,FAMOUS DEX,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
114440,Be Careful,CARDI B,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
114460,Betrayed,LIL XAN,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
114295,PICK IT UP (feat. A$AP Rocky),FAMOUS DEX,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
114301,Bodak Yellow,CARDI B,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
114305,Bartier Cardi (feat. 21 Savage),CARDI B,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
114536,U&I (feat. Dia),FLATBUSH ZOMBIES,https://open.spotify.com/track/3DiCcOpGyqBzd2MDoUnD6K
114930,Who You Say I Am - Live,HILLSONG WORSHIP,https://open.spotify.com/track/2lUgap86Pux7qAgvWzuJWs
114932,High,"ALISON WONDERLAND, TRIPPIE REDD",https://open.spotify.com/track/5qdPqyF6mc5rJBmQW5ppgA
115887,Mine,BAZZI,https://open.spotify.com/track/2lYjH3ZbCrW7CHmSRvVCN3
115983,Beautiful,BAZZI,https://open.spotify.com/track/1le5DusoKra9I92ExgBWYK
115971,Up Down (feat. Florida Georgia Line),MORGAN WALLEN,https://open.spotify.com/track/6LPsaGebj6JsZnrZPb0PGA
116239,Youngblood,5 SECONDS OF SUMMER,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
116056,Beautiful,BAZZI,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
116099,Mine,BAZZI,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
116080,Batshit,SOFI TUKKER,https://open.spotify.com/track/398W8M7yOg2MuZJnlzrRS5
116786,All Girls Are The Same,JUICE WRLD,https://open.spotify.com/track/1dNyRyz1QBN9kO1etUs1PI
117027,BILLY,6IX9INE,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
117121,GUMMO,6IX9INE,https://open.spotify.com/track/4HbiCvH1R7mVOJ7KY7JQBD
117084,KEKE,"6IX9INE, FETTY WAP, A BOOGIE WIT DA HOODIE",https://open.spotify.com/track/14PlDNjNh3pXyHXzkhX8n5
117926,2002,ANNE-MARIE,https://open.spotify.com/track/4Pbg79cTBu4vgSphoyNq3j
117988,123,"SMOKEPURPP, MURDA BEATZ",https://open.spotify.com/track/0MHPgpKYfTVml3qEXspnLQ
117827,Love is for Losers,THE LONGSHOT,https://open.spotify.com/track/1AjBrPjcQYvqjnFswwToga
118584,I Like That,JANELLE MONÁE,https://open.spotify.com/track/4CoM21pk8SxQh4L7ijqhRu
119629,Psycho (feat. Ty Dolla $ign),POST MALONE,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
119642,Candy Paint,POST MALONE,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
119586,Outside Today,YOUNGBOY NEVER BROKE AGAIN,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
